Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2019-01-04,4.2923,4.30235,4.28418,4.28757
2019-01-07,4.29014,4.3001,4.28915,4.29603
2019-01-08,4.29621,4.30678,4.29568,4.29709
2019-01-09,4.29708,4.30254,4.29115,4.30094
2019-01-10,4.30096,4.30689,4.29147,4.29612
2019-01-11,4.29624,4.2993,4.29138,4.29153
2019-01-14,4.2937,4.29783,4.2879,4.2916
2019-01-15,4.29155,4.29707,4.2879,4.29411
2019-01-16,4.29403,4.29535,4.27941,4.2816
2019-01-17,4.2815,4.28966,4.28048,4.28751
2019-01-18,4.28759,4.29673,4.28529,4.28652
2019-01-21,4.28964,4.29442,4.28211,4.28654
2019-01-22,4.28625,4.29089,4.28149,4.28588
2019-01-23,4.28598,4.29376,4.28438,4.28743
2019-01-24,4.28724,4.29697,4.28538,4.28745
2019-01-25,4.28822,4.29394,4.28523,4.28738
2019-01-28,4.2869,4.29499,4.28494,4.29232
2019-01-29,4.29213,4.29803,4.29133,4.29514
2019-01-30,4.29514,4.29804,4.28247,4.28501
2019-01-31,4.28487,4.28785,4.25878,4.26184
2019-02-01,4.26173,4.29436,4.26149,4.29035
2019-02-04,4.28496,4.29221,4.27842,4.28532
2019-02-05,4.28538,4.29073,4.28442,4.28679
2019-02-06,4.28685,4.30005,4.28605,4.29401
2019-02-07,4.29401,4.30923,4.29383,4.30709
2019-02-08,4.30714,4.31463,4.3037,4.31451
2019-02-11,4.31117,4.32732,4.30881,4.32395
2019-02-12,4.32393,4.33493,4.32115,4.32817
2019-02-13,4.32828,4.34084,4.32575,4.33846
2019-02-14,4.33865,4.3423,4.32808,4.3296
2019-02-15,4.32962,4.33515,4.32178,4.33499
2019-02-18,4.33043,4.33382,4.32675,4.33008
2019-02-19,4.32997,4.33776,4.32625,4.33035
2019-02-20,4.33052,4.34533,4.32789,4.33049
2019-02-21,4.33061,4.34057,4.32618,4.33436
2019-02-22,4.33427,4.33938,4.33261,4.33824
2019-02-25,4.3378,4.34145,4.33314,4.33834
2019-02-26,4.33824,4.3388,4.32236,4.32367
2019-02-27,4.3238,4.3279,4.31182,4.31391
2019-02-28,4.31411,4.31923,4.30065,4.30378
2019-03-01,4.30389,4.3107,4.30106,4.30419
2019-03-04,4.30475,4.30561,4.29714,4.29896
2019-03-05,4.29885,4.30527,4.29442,4.30055
2019-03-06,4.30037,4.30215,4.29662,4.29803
2019-03-07,4.29809,4.31502,4.29612,4.31375
2019-03-08,4.31346,4.31631,4.29674,4.30182
2019-03-11,4.30158,4.30458,4.29413,4.29987
2019-03-12,4.29998,4.30537,4.29573,4.2978
2019-03-13,4.29801,4.30437,4.29603,4.29939
2019-03-14,4.29928,4.30586,4.29822,4.30288
2019-03-15,4.30312,4.30634,4.29811,4.29944
2019-03-18,4.29936,4.30317,4.2888,4.29105
2019-03-19,4.29147,4.29535,4.28622,4.28774
2019-03-20,4.28788,4.28969,4.27827,4.27866
2019-03-21,4.27884,4.28935,4.27763,4.28516
2019-03-22,4.28538,4.30163,4.27956,4.29915
2019-03-25,4.2992,4.301,4.28831,4.29122
2019-03-26,4.29126,4.29868,4.28875,4.29136
2019-03-27,4.2913,4.30026,4.29034,4.29247
2019-03-28,4.29267,4.30101,4.29263,4.29595
2019-03-29,4.296,4.30754,4.2925,4.30473
2019-04-01,4.30137,4.30583,4.29294,4.29421
2019-04-02,4.29451,4.30227,4.29315,4.29712
2019-04-03,4.2959,4.29788,4.28523,4.28811
2019-04-04,4.28815,4.29562,4.28711,4.28879
2019-04-05,4.28878,4.29438,4.28564,4.28999
2019-04-08,4.29197,4.2942,4.28541,4.28674
2019-04-09,4.2868,4.28897,4.28316,4.28481
2019-04-10,4.28478,4.28637,4.27904,4.28041
2019-04-11,4.28037,4.28484,4.27929,4.28308
2019-04-12,4.28313,4.28625,4.27479,4.27847
2019-04-15,4.27918,4.28183,4.27157,4.27429
2019-04-16,4.27415,4.27944,4.27212,4.27369
2019-04-17,4.27377,4.27886,4.27039,4.2707
2019-04-18,4.27062,4.28275,4.27026,4.27832
2019-04-22,4.27857,4.28542,4.27647,4.28337
2019-04-23,4.28381,4.29027,4.28186,4.28577
2019-04-24,4.28555,4.29746,4.28231,4.29668
2019-04-25,4.29668,4.29995,4.28989,4.29251
2019-04-26,4.29251,4.29691,4.28664,4.29632
2019-04-29,4.29625,4.29824,4.29023,4.29379
2019-04-30,4.29275,4.29608,4.28215,4.28569
2019-05-01,4.28571,4.28845,4.27738,4.28502
2019-05-02,4.28497,4.28797,4.27733,4.28557
2019-05-03,4.2856,4.28946,4.27519,4.27653
2019-05-06,4.28294,4.28641,4.27934,4.28212
2019-05-07,4.28239,4.29277,4.28161,4.29043
2019-05-08,4.29035,4.29479,4.28826,4.29238
2019-05-09,4.29222,4.30269,4.29078,4.29861
2019-05-10,4.29855,4.3008,4.29459,4.2972
2019-05-13,4.29689,4.30872,4.29628,4.30563
2019-05-14,4.30536,4.31157,4.30273,4.30884
2019-05-15,4.30881,4.3141,4.29935,4.29991
2019-05-16,4.29998,4.30434,4.29201,4.3016
2019-05-17,4.30225,4.30945,4.30015,4.30786
2019-05-20,4.30475,4.30645,4.29622,4.29817
2019-05-21,4.2981,4.31,4.29604,4.30603
2019-05-22,4.30603,4.31152,4.30333,4.30492
2019-05-23,4.30495,4.31126,4.30123,4.30422
2019-05-24,4.30417,4.30661,4.28958,4.29202
2019-05-27,4.29246,4.29644,4.28641,4.28978
2019-05-28,4.28973,4.29801,4.28803,4.29669
2019-05-29,4.29678,4.3039,4.29271,4.29372
2019-05-30,4.29377,4.29692,4.28556,4.2905
2019-05-31,4.29039,4.29357,4.28012,4.28159
2019-06-03,4.28238,4.28534,4.27775,4.28019
2019-06-04,4.28013,4.28461,4.27576,4.27839
2019-06-05,4.27811,4.28081,4.27298,4.27602
2019-06-06,4.27625,4.28037,4.2717,4.2727
2019-06-07,4.27262,4.28217,4.25839,4.25934
2019-06-10,4.26119,4.26577,4.25904,4.26135
2019-06-11,4.26156,4.26871,4.26015,4.26302
2019-06-12,4.26319,4.26561,4.25343,4.25465
2019-06-13,4.25475,4.26158,4.25403,4.2559
2019-06-14,4.2559,4.25866,4.25233,4.25707
2019-06-17,4.25806,4.26318,4.256,4.26074
2019-06-18,4.2608,4.26586,4.25272,4.25871
2019-06-19,4.25866,4.26947,4.25789,4.2593
2019-06-20,4.25914,4.26261,4.2516,4.25284
2019-06-21,4.25312,4.26663,4.2514,4.2542
2019-06-24,4.25692,4.25697,4.2511,4.25209
2019-06-25,4.25205,4.2586,4.25018,4.25554
2019-06-26,4.25562,4.26611,4.25485,4.26063
2019-06-27,4.26082,4.26415,4.25035,4.2513
2019-06-28,4.25115,4.25397,4.24282,4.24548
2019-07-01,4.24399,4.24739,4.23731,4.243
2019-07-02,4.24158,4.24649,4.23882,4.24291
2019-07-03,4.24291,4.24537,4.23837,4.23996
2019-07-04,4.24002,4.24457,4.23801,4.24232
2019-07-05,4.24251,4.25546,4.24162,4.24943
2019-07-08,4.25146,4.25917,4.24904,4.25689
2019-07-09,4.25679,4.27454,4.25459,4.26972
2019-07-10,4.26966,4.27569,4.26448,4.26581
2019-07-11,4.26608,4.27113,4.26438,4.26828
2019-07-12,4.26837,4.27129,4.26599,4.27095
2019-07-15,4.26968,4.27034,4.25958,4.26098
2019-07-16,4.26088,4.26259,4.25498,4.25611
2019-07-17,4.25629,4.26673,4.25593,4.26337
2019-07-18,4.26293,4.26812,4.25338,4.25429
2019-07-19,4.25429,4.2603,4.24784,4.2508
2019-07-22,4.25029,4.25427,4.2455,4.24663
2019-07-23,4.24663,4.25861,4.24575,4.25521
2019-07-24,4.2553,4.26069,4.25027,4.25237
2019-07-25,4.25235,4.26159,4.24677,4.25727
2019-07-26,4.25739,4.2768,4.25677,4.27428
2019-07-29,4.27283,4.28991,4.27053,4.2886
2019-07-30,4.2888,4.29998,4.28754,4.29744
2019-07-31,4.29756,4.29997,4.28388,4.29007
2019-08-01,4.29006,4.30966,4.28574,4.30756
2019-08-02,4.30724,4.31423,4.29809,4.30718
2019-08-05,4.30746,4.32183,4.30686,4.321
2019-08-06,4.3209,4.32232,4.30797,4.31554
2019-08-07,4.31557,4.32469,4.31452,4.32023
2019-08-08,4.32032,4.32583,4.31739,4.32123
2019-08-09,4.3214,4.32621,4.3175,4.32539
2019-08-12,4.3243,4.33013,4.3223,4.32933
2019-08-13,4.32925,4.34648,4.32695,4.3335
2019-08-14,4.33357,4.37685,4.33273,4.37263
2019-08-15,4.37285,4.39705,4.36558,4.37426
2019-08-16,4.37445,4.37447,4.32388,4.33914
2019-08-19,4.33779,4.37767,4.3374,4.36485
2019-08-20,4.36468,4.37068,4.35092,4.35542
2019-08-21,4.35537,4.36149,4.34528,4.34774
2019-08-22,4.34758,4.37805,4.34702,4.35841
2019-08-23,4.35846,4.38301,4.35108,4.37957
2019-08-26,4.37636,4.38178,4.35675,4.36084
2019-08-27,4.36097,4.37845,4.35948,4.37486
2019-08-28,4.37488,4.39241,4.37485,4.39174
2019-08-29,4.39164,4.39957,4.3794,4.38713
2019-08-30,4.38713,4.39099,4.37218,4.37451
2019-09-02,4.37887,4.37887,4.34991,4.36011
2019-09-03,4.36011,4.36959,4.34385,4.34581
2019-09-04,4.34576,4.34875,4.33176,4.34194
2019-09-05,4.34188,4.34975,4.33424,4.34116
2019-09-06,4.3417,4.34557,4.33424,4.34022
2019-09-09,4.33744,4.34153,4.33107,4.3324
2019-09-10,4.33232,4.33859,4.33071,4.33179
2019-09-11,4.33159,4.34231,4.331,4.34006
2019-09-12,4.34005,4.35799,4.3273,4.33656
2019-09-13,4.33639,4.34123,4.31677,4.32719
2019-09-16,4.32203,4.33109,4.32123,4.33045
2019-09-17,4.33063,4.3473,4.33022,4.33525
2019-09-18,4.33522,4.34476,4.33209,4.3405
2019-09-19,4.33862,4.35076,4.33549,4.33742
2019-09-20,4.33788,4.38187,4.33684,4.37564
2019-09-23,4.37533,4.39707,4.37128,4.39153
2019-09-24,4.39157,4.39623,4.37358,4.38024
2019-09-25,4.38024,4.3951,4.3788,4.38114
2019-09-26,4.38101,4.39782,4.37292,4.38599
2019-09-27,4.38599,4.39423,4.37832,4.38441
2019-09-30,4.38039,4.38421,4.36744,4.37094
2019-10-01,4.37122,4.38481,4.36745,4.38181
2019-10-02,4.38185,4.38514,4.3557,4.35764
2019-10-03,4.35761,4.37108,4.3282,4.33373
2019-10-04,4.3336,4.33489,4.31826,4.31933
2019-10-07,4.31947,4.3348,4.31842,4.3292
2019-10-08,4.32924,4.3358,4.31923,4.32092
2019-10-09,4.32139,4.32983,4.31961,4.32206
2019-10-10,4.32223,4.32662,4.30908,4.30997
2019-10-11,4.30992,4.31345,4.29847,4.30176
2019-10-14,4.30515,4.30876,4.29143,4.29523
2019-10-15,4.29516,4.29936,4.28949,4.29181
2019-10-16,4.29175,4.30075,4.28186,4.28363
2019-10-17,4.28363,4.29498,4.27824,4.28485
2019-10-18,4.28544,4.28751,4.27962,4.28118
2019-10-21,4.28245,4.28315,4.27512,4.2761
2019-10-22,4.27639,4.281,4.26754,4.27152
2019-10-23,4.27144,4.28167,4.26929,4.27428
2019-10-24,4.27437,4.28247,4.27148,4.27861
2019-10-25,4.27843,4.28079,4.27252,4.27942
2019-10-28,4.27629,4.28406,4.27018,4.27344
2019-10-29,4.27343,4.27661,4.26361,4.26638
2019-10-30,4.26636,4.27016,4.25614,4.25793
2019-10-31,4.25806,4.26445,4.255,4.26263
2019-11-01,4.26261,4.26373,4.25046,4.25144
2019-11-04,4.25224,4.26928,4.25066,4.26881
2019-11-05,4.26877,4.27154,4.26131,4.26493
2019-11-06,4.26504,4.27424,4.26318,4.26583
2019-11-07,4.26547,4.26803,4.25509,4.25883
2019-11-08,4.25888,4.26831,4.25791,4.26524
2019-11-11,4.26372,4.27676,4.26219,4.27032
2019-11-12,4.27029,4.28339,4.26969,4.28161
2019-11-13,4.28151,4.29345,4.28117,4.28703
2019-11-14,4.28693,4.29704,4.28319,4.28445
2019-11-15,4.28433,4.28771,4.27176,4.27556
2019-11-18,4.27426,4.29666,4.27362,4.29625
2019-11-19,4.29621,4.29625,4.28448,4.2851
2019-11-20,4.28529,4.29719,4.28434,4.29477
2019-11-21,4.29477,4.30027,4.29206,4.29719
2019-11-22,4.29719,4.30028,4.29405,4.29769
2019-11-25,4.29657,4.2998,4.29447,4.29753
2019-11-26,4.29759,4.30837,4.29583,4.30529
2019-11-27,4.30533,4.31333,4.30407,4.30983
2019-11-28,4.30988,4.32486,4.3067,4.31955
2019-11-29,4.31902,4.32848,4.31097,4.31466
2019-12-02,4.31433,4.31638,4.28152,4.2868
2019-12-03,4.28695,4.2915,4.27992,4.28497
2019-12-04,4.2833,4.28417,4.27716,4.28046
2019-12-05,4.28024,4.28148,4.27389,4.27676
2019-12-06,4.27671,4.28475,4.2665,4.27623
2019-12-09,4.27764,4.28923,4.27396,4.28743
2019-12-10,4.28743,4.29115,4.28629,4.2901
2019-12-11,4.29022,4.29184,4.28136,4.28287
2019-12-12,4.28296,4.28852,4.27534,4.28666
2019-12-13,4.28512,4.29045,4.26675,4.26886
2019-12-16,4.27059,4.28343,4.2557,4.25869
2019-12-17,4.25794,4.26566,4.25531,4.25996
2019-12-18,4.26003,4.27532,4.25665,4.26656
2019-12-19,4.26607,4.27335,4.25303,4.26254
2019-12-20,4.26253,4.2638,4.25471,4.25562
2019-12-23,4.25638,4.27526,4.25355,4.27296
2019-12-24,4.27287,4.27492,4.2527,4.26064
2019-12-26,4.25682,4.26351,4.25594,4.25877
2019-12-27,4.25877,4.27155,4.25465,4.26113
2019-12-30,4.26143,4.26943,4.25365,4.2543
2019-12-31,4.25455,4.2641,4.25092,4.25405
2020-01-02,4.2567,4.25805,4.23877,4.23943
2020-01-03,4.23964,4.25851,4.23757,4.24404
2020-01-06,4.24375,4.25129,4.23097,4.23154
2020-01-07,4.23159,4.25007,4.23098,4.24477
2020-01-08,4.24541,4.24941,4.23132,4.23317
2020-01-09,4.23328,4.24749,4.2324,4.2452
2020-01-10,4.24519,4.24869,4.23174,4.23432
2020-01-13,4.2365,4.24138,4.23244,4.23294
2020-01-14,4.2328,4.23666,4.21071,4.22206
2020-01-15,4.22189,4.23348,4.22109,4.23031
2020-01-16,4.23032,4.23842,4.22825,4.23133
2020-01-17,4.23137,4.24442,4.23045,4.241
2020-01-20,4.24001,4.24621,4.23758,4.2429
2020-01-21,4.24363,4.24861,4.22721,4.23115
2020-01-22,4.23119,4.24141,4.22818,4.23806
2020-01-23,4.23817,4.24882,4.23742,4.24603
2020-01-24,4.246,4.26111,4.23772,4.25823
2020-01-27,4.25573,4.27927,4.25384,4.27774
2020-01-28,4.27769,4.28283,4.26611,4.27104
2020-01-29,4.27101,4.28687,4.27002,4.28551
2020-01-30,4.28537,4.29628,4.27849,4.293
2020-01-31,4.2931,4.30723,4.29069,4.29678
2020-02-03,4.29697,4.30499,4.28927,4.29684
2020-02-04,4.29702,4.30181,4.27066,4.27416
2020-02-05,4.27404,4.27837,4.23629,4.2457
2020-02-06,4.24579,4.26019,4.24241,4.25883
2020-02-07,4.25873,4.27519,4.25769,4.27484
2020-02-10,4.27211,4.27395,4.26176,4.26445
2020-02-11,4.26445,4.26762,4.24936,4.25568
2020-02-12,4.25557,4.26134,4.24909,4.25133
2020-02-13,4.25139,4.26133,4.24515,4.24705
2020-02-14,4.24662,4.2533,4.23707,4.25036
2020-02-17,4.24985,4.26426,4.24503,4.25957
2020-02-18,4.26005,4.27764,4.25927,4.26756
2020-02-19,4.26741,4.27507,4.26482,4.26964
2020-02-20,4.26994,4.28533,4.26703,4.27991
2020-02-21,4.27975,4.29414,4.2765,4.29107
2020-02-24,4.29493,4.30699,4.29213,4.30624
2020-02-25,4.30634,4.30776,4.2886,4.30423
2020-02-26,4.30418,4.31662,4.30306,4.31602
2020-02-27,4.3161,4.32486,4.30437,4.32382
2020-02-28,4.32376,4.3373,4.32307,4.32913
2020-03-02,4.33054,4.33469,4.30842,4.31751
2020-03-03,4.31772,4.32477,4.29381,4.30592
2020-03-04,4.30597,4.30982,4.2869,4.29582
2020-03-05,4.29619,4.30865,4.28786,4.3069
2020-03-06,4.30691,4.31955,4.28916,4.30123
2020-03-09,4.31146,4.33512,4.30796,4.32494
2020-03-10,4.3247,4.33188,4.30311,4.30815
2020-03-11,4.30803,4.33121,4.30511,4.3268
2020-03-12,4.32645,4.38947,4.32599,4.37935
2020-03-13,4.37983,4.38886,4.35186,4.37771
2020-03-16,4.37381,4.45329,4.37308,4.44311
2020-03-17,4.44334,4.49724,4.43173,4.47156
2020-03-18,4.47149,4.54987,4.46021,4.49949
2020-03-19,4.5001,4.61829,4.48922,4.54374
2020-03-20,4.54324,4.58263,4.5083,4.52726
2020-03-23,4.52104,4.63472,4.50147,4.61374
2020-03-24,4.61507,4.63461,4.57678,4.60552
2020-03-25,4.60544,4.60723,4.54358,4.5669
2020-03-26,4.56678,4.59793,4.51101,4.52452
2020-03-27,4.52421,4.54595,4.51221,4.5371
2020-03-30,4.53676,4.56618,4.52967,4.54426
2020-03-31,4.54426,4.57611,4.53132,4.55781
2020-04-01,4.55907,4.60305,4.55721,4.60162
2020-04-02,4.60169,4.60471,4.55893,4.57299
2020-04-03,4.57299,4.58815,4.55814,4.58562
2020-04-06,4.58749,4.59463,4.54308,4.56213
2020-04-07,4.56098,4.56534,4.51459,4.52819
2020-04-08,4.52772,4.54631,4.52338,4.52659
2020-04-09,4.5266,4.56195,4.51781,4.54854
2020-04-13,4.55273,4.57515,4.54668,4.5594
2020-04-14,4.55931,4.5599,4.51454,4.52018
2020-04-15,4.52035,4.54647,4.51768,4.53786
2020-04-16,4.53765,4.55315,4.52634,4.5336
2020-04-17,4.5336,4.54242,4.51372,4.51999
2020-04-20,4.51872,4.5311,4.51264,4.52279
2020-04-21,4.52325,4.5382,4.52133,4.53234
2020-04-22,4.53238,4.55865,4.52427,4.54808
2020-04-23,4.54821,4.55714,4.53198,4.54233
2020-04-24,4.54172,4.54438,4.52007,4.5372
2020-04-27,4.53661,4.54044,4.51411,4.53489
2020-04-28,4.53485,4.55298,4.5341,4.5478
2020-04-29,4.54785,4.55198,4.5355,4.5452
2020-04-30,4.54518,4.55048,4.53037,4.54489
2020-05-01,4.54488,4.57229,4.54281,4.56745
2020-05-04,4.56738,4.57148,4.54595,4.54825
2020-05-05,4.54796,4.55416,4.53031,4.53616
2020-05-06,4.53622,4.55661,4.52659,4.55055
2020-05-07,4.55055,4.56363,4.54234,4.55374
2020-05-08,4.55379,4.56146,4.54528,4.55017
2020-05-11,4.5517,4.56527,4.5411,4.55919
2020-05-12,4.55919,4.56781,4.54392,4.56418
2020-05-13,4.56416,4.57273,4.55894,4.56546
2020-05-14,4.56602,4.57349,4.5564,4.56055
2020-05-15,4.56054,4.5716,4.55329,4.56773
2020-05-18,4.56627,4.56859,4.55877,4.56483
2020-05-19,4.56532,4.56583,4.54285,4.54967
2020-05-20,4.54925,4.55564,4.52979,4.53614
2020-05-21,4.53495,4.54197,4.51145,4.51343
2020-05-22,4.51348,4.52751,4.50923,4.51284
2020-05-25,4.51574,4.51743,4.49875,4.50076
2020-05-26,4.5005,4.50267,4.42594,4.43942
2020-05-27,4.44004,4.44462,4.40659,4.43244
2020-05-28,4.43236,4.45656,4.4147,4.45579
2020-05-29,4.45572,4.46092,4.43976,4.44866
2020-06-01,4.43642,4.44476,4.3963,4.40302
2020-06-02,4.40291,4.41081,4.38153,4.38558
2020-06-03,4.38582,4.41641,4.37114,4.41267
2020-06-04,4.4126,4.45567,4.40855,4.4364
2020-06-05,4.4364,4.45894,4.42472,4.43465
2020-06-08,4.43922,4.45283,4.41995,4.42404
2020-06-09,4.42465,4.45299,4.42144,4.44553
2020-06-10,4.44563,4.46891,4.44051,4.45093
2020-06-11,4.45092,4.48266,4.44652,4.47217
2020-06-12,4.47238,4.47729,4.44065,4.44416
2020-06-15,4.45053,4.46171,4.41582,4.41703
2020-06-16,4.41709,4.45374,4.41051,4.44817
2020-06-17,4.44817,4.47458,4.43829,4.46374
2020-06-18,4.46382,4.46657,4.44712,4.44945
2020-06-19,4.44961,4.47115,4.44269,4.46589
2020-06-22,4.45598,4.47086,4.43657,4.44032
2020-06-23,4.44013,4.45419,4.43098,4.44756
2020-06-24,4.44742,4.45902,4.44229,4.45514
2020-06-25,4.4547,4.47242,4.44752,4.45479
2020-06-26,4.45462,4.47418,4.45112,4.46753
2020-06-29,4.46819,4.47105,4.45369,4.45651
2020-06-30,4.45641,4.47122,4.43818,4.44672
2020-07-01,4.44667,4.48033,4.4344,4.47433
2020-07-02,4.4729,4.47871,4.46135,4.46463
2020-07-03,4.46416,4.47161,4.45584,4.46441
2020-07-06,4.46467,4.47362,4.45832,4.46431
2020-07-07,4.46483,4.48363,4.46176,4.47638
2020-07-08,4.47662,4.48595,4.47011,4.47512
2020-07-09,4.47483,4.4799,4.46092,4.47085
2020-07-10,4.47028,4.48228,4.46275,4.4654
2020-07-13,4.46492,4.49489,4.46184,4.49274
2020-07-14,4.49321,4.49558,4.47086,4.47484
2020-07-15,4.47503,4.47925,4.46731,4.4765
2020-07-16,4.47671,4.49474,4.47424,4.48427
2020-07-17,4.48427,4.48549,4.47503,4.47823
2020-07-20,4.48383,4.48674,4.45284,4.45727
2020-07-21,4.45728,4.46103,4.42707,4.43326
2020-07-22,4.43293,4.44681,4.41599,4.42183
2020-07-23,4.4219,4.42915,4.40075,4.4102
2020-07-24,4.41039,4.41752,4.40108,4.40456
2020-07-27,4.40857,4.40913,4.38626,4.39411
2020-07-28,4.39425,4.4189,4.38962,4.41155
2020-07-29,4.41155,4.42658,4.40647,4.40811
2020-07-30,4.40811,4.42075,4.39881,4.40899
2020-07-31,4.40923,4.4163,4.39941,4.41226
2020-08-03,4.41818,4.4251,4.40691,4.41183
2020-08-04,4.41181,4.41331,4.39418,4.39758
2020-08-05,4.39764,4.40483,4.3905,4.40049
2020-08-06,4.4006,4.41981,4.39518,4.41474
2020-08-07,4.41533,4.42518,4.4038,4.41329
2020-08-10,4.40851,4.41497,4.3968,4.40016
2020-08-11,4.40041,4.40933,4.39519,4.40701
2020-08-12,4.40715,4.41432,4.39561,4.40242
2020-08-13,4.40244,4.40384,4.39357,4.39863
2020-08-14,4.39863,4.40439,4.38971,4.3979
2020-08-17,4.40184,4.40375,4.3834,4.39713
2020-08-18,4.39606,4.40253,4.37518,4.38084
2020-08-19,4.38078,4.4132,4.3746,4.40368
2020-08-20,4.40357,4.40864,4.38014,4.38454
2020-08-21,4.38454,4.41222,4.3788,4.41075
2020-08-24,4.41069,4.41735,4.38881,4.3943
2020-08-25,4.39452,4.40353,4.38524,4.3976
2020-08-26,4.39761,4.42417,4.39321,4.4122
2020-08-27,4.41235,4.4215,4.39578,4.4103
2020-08-28,4.4103,4.41439,4.38187,4.38794
2020-08-31,4.38712,4.40211,4.38482,4.39695
2020-09-01,4.39691,4.399,4.3839,4.3898
2020-09-02,4.3898,4.42138,4.38474,4.41441
2020-09-03,4.41349,4.44273,4.41028,4.43568
2020-09-04,4.43573,4.47065,4.43423,4.4531
2020-09-07,4.46126,4.46601,4.43269,4.43499
2020-09-08,4.43524,4.46053,4.43277,4.45259
2020-09-09,4.45245,4.46041,4.43882,4.43999
2020-09-10,4.44003,4.4613,4.43878,4.45462
2020-09-11,4.45462,4.45697,4.44056,4.45202
2020-09-14,4.44922,4.45341,4.44069,4.44577
2020-09-15,4.44546,4.45731,4.43468,4.45538
2020-09-16,4.45538,4.45683,4.44392,4.45031
2020-09-17,4.45005,4.46104,4.44779,4.45466
2020-09-18,4.45466,4.46309,4.44803,4.45695
2020-09-21,4.45701,4.50043,4.4448,4.49436
2020-09-22,4.49372,4.51521,4.47945,4.48476
2020-09-23,4.48562,4.51889,4.4817,4.51301
2020-09-24,4.51302,4.56245,4.50851,4.55196
2020-09-25,4.55269,4.56213,4.5434,4.54972
2020-09-28,4.54858,4.59015,4.54204,4.58422
2020-09-29,4.58495,4.59715,4.50985,4.52952
2020-09-30,4.52932,4.54804,4.52196,4.52928
2020-10-01,4.52923,4.53223,4.47394,4.4807
2020-10-02,4.48065,4.50829,4.47896,4.50257
2020-10-05,4.49936,4.50486,4.48071,4.49561
2020-10-06,4.49485,4.49976,4.47358,4.48779
2020-10-07,4.48779,4.49378,4.47291,4.48278
2020-10-08,4.48283,4.49326,4.47549,4.48993
2020-10-09,4.49006,4.49064,4.46058,4.46777
2020-10-12,4.46665,4.49025,4.45535,4.45723
2020-10-13,4.45686,4.49741,4.45547,4.49314
2020-10-14,4.49311,4.51975,4.48404,4.5122
2020-10-15,4.51198,4.5617,4.51019,4.54821
2020-10-16,4.54817,4.58134,4.53297,4.54717
2020-10-19,4.54716,4.57829,4.53545,4.57438
2020-10-20,4.57433,4.59095,4.55983,4.56276
2020-10-21,4.5624,4.59427,4.55245,4.57258
2020-10-22,4.57306,4.59231,4.56595,4.57326
2020-10-23,4.57321,4.59059,4.56747,4.5688
2020-10-26,4.56907,4.58644,4.56157,4.57925
2020-10-27,4.5789,4.59201,4.57465,4.58589
2020-10-28,4.5859,4.63546,4.58283,4.63157
2020-10-29,4.63162,4.64547,4.60744,4.62576
2020-10-30,4.62478,4.6316,4.60334,4.60604
2020-11-02,4.6081,4.61694,4.59122,4.60091
2020-11-03,4.60104,4.60437,4.53097,4.54418
2020-11-04,4.54413,4.60263,4.52614,4.53887
2020-11-05,4.53827,4.54698,4.50583,4.52618
2020-11-06,4.52708,4.54221,4.50141,4.50465
2020-11-09,4.5052,4.5054,4.46011,4.48028
2020-11-10,4.4804,4.51103,4.4762,4.49996
2020-11-11,4.50054,4.50773,4.47709,4.48319
2020-11-12,4.48325,4.49493,4.47842,4.491
2020-11-13,4.491,4.50144,4.48126,4.4826
2020-11-16,4.48283,4.49588,4.46175,4.46938
2020-11-17,4.46938,4.50286,4.4686,4.48858
2020-11-18,4.48831,4.49225,4.46491,4.46659
2020-11-19,4.46701,4.48254,4.46173,4.46915
2020-11-20,4.4699,4.47566,4.45886,4.46651
2020-11-23,4.46692,4.47923,4.46044,4.47141
2020-11-24,4.46963,4.4742,4.4593,4.46456
2020-11-25,4.46408,4.47561,4.46078,4.46447
2020-11-26,4.4645,4.47895,4.46419,4.4754
2020-11-27,4.47651,4.49357,4.47465,4.48578
2020-11-30,4.48815,4.49055,4.46803,4.47892
2020-12-01,4.47891,4.48379,4.44369,4.44939
2020-12-02,4.44936,4.49139,4.44376,4.4784
2020-12-03,4.47773,4.48552,4.46364,4.47025
2020-12-04,4.46917,4.48124,4.46469,4.46786
2020-12-07,4.47028,4.48218,4.46083,4.47471
2020-12-08,4.47441,4.48827,4.44606,4.4482
2020-12-09,4.44814,4.4511,4.4176,4.43306
2020-12-10,4.43306,4.43438,4.42002,4.42748
2020-12-11,4.42738,4.45225,4.42356,4.44552
2020-12-14,4.44332,4.46448,4.42874,4.44134
2020-12-15,4.44136,4.44966,4.43205,4.43952
2020-12-16,4.44028,4.44766,4.42802,4.43829
2020-12-17,4.43835,4.44443,4.42828,4.43933
2020-12-18,4.43928,4.51804,4.43644,4.47264
2020-12-21,4.4781,4.52524,4.47663,4.49651
2020-12-22,4.49692,4.51623,4.4912,4.50504
2020-12-23,4.50467,4.51095,4.48998,4.50483
2020-12-24,4.50472,4.50965,4.49523,4.50356
2020-12-28,4.50091,4.51778,4.48094,4.49335
2020-12-29,4.49335,4.57051,4.47695,4.53808
2020-12-30,4.53808,4.60543,4.51454,4.58058
2020-12-31,4.58104,4.62237,4.54561,4.56218
2021-01-04,4.56241,4.56391,4.52648,4.55653
2021-01-05,4.55606,4.56211,4.52862,4.53653
